idx,class,conversation
4119,일상 대화,우리 오늘 모인 김에 각자 건강 관리 노하우나 추천하는 운동 정보 좀 공유하자\n나는 요즘 아침마다 레몬수 마시는데 독소 배출되는 느낌이라 몸이 가벼워져\n나는 점심시간에 무조건 20분은 햇볕 쬐면서 산책해서 비타민 디 충전하고 있어\n오 좋은 습관들이다 나는 집에서 유튜브 보고 요가 매트 깔고 홈트 매일 해\n홈트도 층간 소음 조심하면서 하면 시간 장소 구애 안 받고 효율적이라 좋지\n맞아 특히 복근 운동이나 브릿지 같은 동작은 TV 보면서도 할 수 있어서 편해\n우리 셋 다 앉아 있는 시간이 많으니까 허리 디스크 조심해야 하는 거 알지?\n틈틈이 스트레칭해주고 의자에 앉을 때도 바른 자세 유지하려고 노력해야 해\n단백질 위주로 식단 챙겨 먹는 것도 잊지 말고 가공식품은 최대한 멀리하자\n건강한 음식이 건강한 정신을 만든다는 말 믿고 우리 서로 건강 챙겨주자\n좋아 다음 모임 때는 인바디 측정 결과 들고 와서 누가 제일 건강해졌는지 내기하자
4120,일상 대화,이번 휴가 때 제주도 가기로 했는데 너 혹시 가본 곳 중에 좋았던 카페 있어?\n나는 애월 쪽 지디 카페가 전망도 좋고 인테리어도 독특해서 사진 찍기 딱이더라고\n안 그래도 바다가 보이는 카페 위주로 일정 짜고 있는데 위치가 아주 괜찮네\n근처에 산책로도 잘 되어 있어서 커피 한 잔 마시고 걷기에도 아주 만족스러울 거야\n제주도는 렌터카 필수지? 운전 시작한 지 얼마 안 돼서 좁은 길 갈까 봐 걱정이야\n주요 관광지는 길이 넓어서 괜찮지만 골목 맛집 찾아갈 때는 조심해서 운전해야 해\n숙소는 호텔로 잡는 게 편할까 아니면 요즘 감성 넘치는 독채 민박이 나을까?\n조용하게 쉬고 싶으면 독채 민박 추천하는데 예약이 워낙 빨리 차서 서둘러야 해\n항공권은 저가 항공사 특가 뜰 때 미리 결제해둬서 경비는 꽤 아낀 편이야\n준비 철저히 했네 가서 맛있는 흑돼지랑 갈치조림도 배부르게 먹고 좋은 추억 만들어\n고마워 다녀와서 너한테 줄 기념품 예쁜 걸로 골라올 테니까 선물 기대하고 있어
4121,일상 대화,나 이번 주말에 캠핑 가려고 텐트랑 장비 이것저것 샀는데 너무 설렌다\n요즘 캠핑이 대세긴 하더라 불멍하면서 아무 생각 없이 쉬면 진짜 힐링 되겠어\n응 그래서 일부러 숲속에 있는 캠핑장으로 예약했는데 공기가 정말 맑을 것 같아\n캠핑의 꽃은 역시 요리잖아 메뉴는 뭐로 정했어? 바비큐는 기본으로 하는 거지?\n당연히 삼겹살 구워 먹고 밤에는 마시멜로 구우면서 맥주 한 잔 하려고 생각 중이야\n요즘 밤에는 날씨가 꽤 쌀쌀하던데 침낭이랑 전기요 같은 방한 용품은 잘 챙겼어?\n안 그래도 두툼한 담요랑 핫팩도 넉넉하게 챙겼으니까 추위 걱정은 안 해도 돼\n캠핑 의자에 앉아서 물 흐르는 소리 들으면 그동안 쌓였던 스트레스가 싹 풀릴걸\n맞아 그 맛에 사람들이 무거운 짐 들고 야외로 나가는구나 싶더라고\n다녀와서 캠핑장 시설 어땠는지 나한테도 좀 알려줘 나도 조만간 가보게\n알겠어 화장실이나 개수대 깨끗한지 꼼꼼하게 확인해보고 사진 찍어서 보내줄게
4122,일상 대화,너는 여행 갈 때 계획을 꼼꼼하게 짜는 편이야 아니면 발길 닿는 대로 가?\n나는 무조건 엑셀로 시간 단위까지 계획하는 파워 제이라서 일정이 빡빡해\n우와 대단하다 나는 목적지만 정해두고 그날 기분에 따라 움직이는 스타일이거든\n계획대로 착착 움직여야 마음이 편하고 하루를 알차게 보낸 기분이 들어서 좋아\n맛집 같은 곳도 미리 예약 다 해두는 거야? 대기 줄 길면 너무 지치잖아\n인기 있는 곳은 무조건 캐치테이블로 예약하거나 오픈런 해서 시간 낭비를 줄이지\n가끔은 계획에 없던 곳에 들어갔다가 인생 맛집 발견하는 재미도 쏠쏠하지 않아?\n가끔 그런 예외적인 상황도 즐겁긴 하지만 나는 역시 검증된 곳이 더 안심돼\n서로 여행 스타일이 완전 반대네 나중에 우리 같이 여행 가면 조율 잘해야겠다\n오히려 좋아 내가 코스 다 짜놓으면 너는 편하게 몸만 와서 즐기면 되잖아\n나이스 그럼 다음 해외여행은 네가 가이드 해주는 걸로 믿고 따라가면 되겠다
4123,일상 대화,일본 여행 다녀온 친구가 돈키호테에서 사 온 간식들이 너무 맛있어서 나도 가고 싶어\n요즘 엔화도 싸서 쇼핑하러 일본 가는 사람들 진짜 많더라 너도 이번 기회에 다녀와\n후쿠오카는 비행시간도 짧아서 주말 끼고 2박 3일로 가볍게 다녀오기 딱이래\n맞아 공항이랑 시내도 가까워서 이동 시간 아끼고 먹방 찍기에 최고의 여행지야\n라멘이랑 스시도 먹고 편의점 털기도 해야 하는데 위장이 남아나질 않겠어\n편의점 푸딩이랑 타마고 샌드위치는 꼭 먹어야 해 한국 오면 계속 생각날걸\n유후인 가서 노천 온천 즐기며 피로 푸는 것도 일정에 꼭 넣어야 할 필수 코스지\n온천 하고 시원한 우유 한 병 마시면 세상 부러울 게 없는 기분이 들 거야\n포켓 와이파이보다는 유심이나 이심 쓰는 게 짐도 적고 속도도 빨라서 편하다던데\n이심이 진짜 신세계야 기존 유심 안 빼도 되고 설정만 바꾸면 바로 개통되더라고\n오 좋은 정보 고마워 나 당장 다음 달 비행기표 가격부터 조회해봐야겠다
4124,일상 대화,나 요즘 호캉스에 빠져서 서울 근교에 수영장 좋은 호텔들 투어 다니고 있어\n멀리 안 가도 기분 전환 할 수 있고 푹신한 침대에서 쉬면 진짜 대접받는 기분이지\n조식 뷔페 맛있기로 소문난 곳 위주로 다니는데 아침마다 배 터지게 먹어\n호캉스의 묘미는 역시 남이 차려주는 아침 밥상이지 너 이번엔 어디 다녀왔어?\n영종도에 있는 파라다이스 시티 갔는데 갤러리처럼 꾸며져 있어서 볼거리가 많더라\n거기 수영장이랑 씨메르 스파도 엄청 유명하잖아 너도 야외 풀장 이용했어?\n응 밤에 조명 켜졌을 때 수영하니까 분위기 너무 좋고 인생샷도 여러 장 건졌어\n피트니스 센터나 라운지도 잘 되어 있어서 하루 종일 호텔 안에만 있어도 시간이 모자라\n패키지로 예약하면 와인이나 간식 세트도 줘서 밤에 친구랑 수다 떨기 딱이야\n나도 기념일에 남자친구랑 가려고 알아보고 있었는데 네 후기 보니까 당장 결제하고 싶다\n특별한 날 가면 평생 기억에 남을 테니까 꼭 미리 예약해서 좋은 방으로 배정받아
4125,일상 대화,나 이번에 혼자 유럽 배낭여행 가보려고 하는데 여자 혼자 가기에 치안 괜찮을까?\n유명한 관광지는 소매치기만 조심하면 괜찮은데 밤늦게 외진 곳은 안 다니는 게 좋아\n복대에 돈이랑 여권 숨기고 스마트폰에도 스프링 줄 연결해서 꽁꽁 묶어 다녀야지\n철저하게 준비하는구나 기차 탈 때도 짐 분실 안 되게 자물쇠로 꼭 채워두고\n런던에서 시작해서 파리랑 스위스 거쳐서 이탈리아까지 가는 코스로 짜봤어\n스위스 인터라켄은 자연경관이 너무 경이로워서 평생 잊지 못할 추억이 될 거야\n패러글라이딩 도전해보고 싶은데 고소공포증 있는 나도 잘 할 수 있을지 걱정돼\n전문가랑 같이 타는 거라 무섭지 않고 하늘 위에서 보는 풍경이 정말 환상적이래\n이탈리아 가면 정통 파스타랑 젤라토 매일 먹으면서 미식 여행 제대로 해야지\n박물관이나 미술관 투어 할 때는 오디오 가이드 빌려서 설명 들으며 보는 걸 추천해\n고마워 낯선 땅으로의 여행이라 조금 떨리지만 용기 내서 잘 다녀와 볼게
4126,일상 대화,여름휴가로 서핑 배우러 양양 가기로 했는데 파도가 너무 높지 않았으면 좋겠다\n양양이 요즘 서퍼들의 성지라며? 서피비치 쪽은 이국적인 분위기라 구경만 해도 신나\n초보자 강습 신청해뒀는데 보드 위에 서는 것만 성공해도 이번 여행은 성공이야\n균형 잡는 게 은근히 힘들어서 코어 힘이 많이 필요할 텐데 너 운동 좀 했어?\n안 그래도 홈트 하면서 중심 잡는 연습 중인데 실제 파도 위에서는 또 다르겠지\n슈트 빌려 입으면 체온 유지도 되고 부력이 있어서 수영 못해도 크게 걱정 안 해도 돼\n서핑 끝나고 해변가에서 먹는 수제 버거랑 맥주 조합이 그렇게 꿀맛이라며?\n운동하고 먹는 건 다 맛있지만 바닷바람 맞으면서 먹으면 감성이 더해져서 최고지\n저녁에는 게스트하우스 파티도 한다던데 새로운 사람들도 만나고 재밌을 것 같아\n너무 과하게 마시지는 말고 안전하게 즐기면서 서핑의 매력에 푹 빠져보고 와\n응 파도를 타는 그 짜릿한 기분 꼭 느끼고 올게 너도 시간 되면 같이 가자
4127,일상 대화,나 요즘 전시회 다니는 취미가 생겼는데 조용하게 작품 감상하니까 마음이 편해져\n어떤 장르 전시 좋아해? 나는 요즘 미디어 아트 전시가 화려해서 눈이 즐겁더라\n나는 유화 질감이 느껴지는 고전 명화 전시를 좋아해서 도슨트 설명 듣는 걸 즐겨\n설명 들으면서 보면 작가의 의도나 시대 배경을 알 수 있어서 훨씬 깊이 있게 다가오지\n맞아 혼자 볼 때는 몰랐던 세세한 부분까지 알게 되니까 지적인 자극도 되더라고\n요즘 성수동이나 한남동 쪽에 팝업 스토어랑 작은 갤러리 많아서 구경하기 좋대\n안 그래도 이번 주말에 친구랑 성수동 가서 핫한 전시 보고 굿즈도 사 오려고\n전시회 굿즈는 예쁜 게 너무 많아서 나도 모르게 지갑을 열게 되는 마력이 있어\n도록이나 엽서 모아서 방 벽에 붙여두면 나만의 작은 갤러리가 된 기분이야\n문화생활 즐기면서 여유로운 시간 보내는 모습이 참 보기 좋다 나도 추천해줘\n지금 국립현대미술관에서 하는 전시 평이 아주 좋으니까 너도 시간 내서 꼭 가봐
4128,일상 대화,얘들아 우리 이번 겨울에 다 같이 스키장 가서 보드 타는 거 어때?\n완전 좋아! 나 안 그래도 보드복 새로 샀는데 빨리 입어보고 싶어서 근질근질해\n나는 스키만 타봤는데 이번 기회에 너희한테 보드 좀 배워봐도 될까?\n보드가 처음엔 많이 넘어지긴 해도 한 번 맛 들이면 속도감이 장난 아니야\n낙법부터 제대로 배워야 안 다치니까 우리가 옆에서 밀착 마크해서 가르쳐줄게\n나이스 그럼 숙소는 스키장 콘도로 예약해서 밤새 보드 타고 야식 먹자\n심야권 끊어서 타면 사람도 적고 설질도 좋아서 달리기 딱 좋거든\n고글이랑 장갑 같은 개인 장비는 미리 챙기고 보드판은 렌털 샵에서 빌리자\n벌써 흰 눈 위를 쌩쌩 달리는 상상 하니까 심장이 두근거리고 신난다\n우리 셋이 커플 보드복 맞춰 입고 사진 찍으면 슬로프에서 제일 튀겠는데\n좋아 이번 겨울 여행은 스키장으로 확정이다 일정 조율해서 예약 바로 하자
4129,일상 대화,우리 오늘 모인 김에 각자 인생 여행지 한 군데씩만 추천해주고 이유도 말해줘\n나는 태국 치앙마이! 물가도 싸고 카페 투어 하면서 한 달 살기 하기 너무 좋아\n치앙마이 좋지 나는 아이슬란드가 제일 기억에 남아 대자연의 경이로움이 느껴져\n오로라 보는 게 내 버킷리스트인데 아이슬란드 가면 진짜 볼 수 있는 거야?\n운이 좋아야 하긴 하지만 밤하늘에 춤추는 초록색 빛을 보면 경외심이 들어\n나는 베트남 다낭 추천해 가성비 좋은 리조트에서 쉬면서 마사지 받으면 천국이야\n다낭은 음식도 입에 잘 맞고 비행시간도 적당해서 가족 여행으로도 최고인 듯해\n우리 셋이 나중에 취향 잘 섞어서 치앙마이처럼 여유로운 곳으로 여행 가자\n좋아 나는 가서 마사지 매일 받을 거고 너는 예쁜 카페 다 찾아두면 되겠다\n아이슬란드처럼 멋진 풍경 배경으로 우리 셋이 인생샷 남기면 정말 행복하겠어\n꿈은 이루어진다니까 열심히 돈 모아서 내년엔 꼭 셋이 해외 나가는 거다
4130,일상 대화,너 어제 개봉한 마블 신작 영화 보고 왔어? 쿠키 영상이 두 개나 있다던데\n안 그래도 퇴근하자마자 아이맥스로 보고 왔는데 영상미가 역대급이라 눈이 즐겁더라\n스토리는 어때? 지난번 시리즈보다 개연성이 부족하다는 평이 있어서 망설여져\n솔직히 전개는 뻔한 면이 있지만 액션 연출이 화려해서 팝콘 무비로는 손색없어\n나도 주말에 조조 영화로 예매해야겠다 너는 이번 영화 빌런 캐릭터 마음에 들어?\n빌런의 서사가 조금 짧아서 아쉽긴 했지만 배우의 연기력이 모든 걸 압보하더라고\n영화 보고 나서 굿즈 패키지도 샀어? 요즘 한정판 포스터가 인기 많다던데\n내가 갔을 때는 이미 매진이라 아쉽게도 팸플릿만 들고 왔는데 너는 꼭 득템해\n영화관 팝콘은 역시 카라멜이랑 어니언 반반 섞어서 먹는 게 진리인 거 알지?\n당연하지 콜라 큰 사이즈로 준비해서 이번 주말에 스트레스 싹 날려버리고 와\n나이스 오랜만에 영화관 나들이라 설렌다 보고 나서 나랑 같이 해석 공유하자
4131,일상 대화,이번 주말에 세종문화회관에서 하는 뮤지컬 예매 성공했는데 같이 가기로 한 친구가 취소했어\n와 그거 티켓팅 전쟁이었다던데 너무 아깝다 혹시 내가 대신 가도 괜찮을까?\n당연하지 안 그래도 너 뮤지컬 좋아하는 거 알아서 물어보려던 참이었어\n고마워 이번 작품 주연 배우 성량이 어마어마하다고 소문나서 기대 중이었거든\n오케스트라 라이브 연주도 포함된 공연이라 웅장함이 남다를 것 같아서 설레\n좌석 위치는 어디야? 앞자리면 배우들 표정 연기까지 생생하게 보여서 좋을 텐데\n다행히 중블 앞쪽이라 시야 방해 없이 아주 명당이야 오페라글라스는 필요 없겠어\n공연 시작 한 시간 전에는 도착해서 프로그램 북 사고 포토존에서 사진도 찍자\n뮤지컬 굿즈 중에 배지나 마그넷 예쁜 거 있으면 기념으로 하나씩 사야겠다\n공연 끝나고 근처 맛집에서 맛있는 저녁 먹으면서 관람평 나누면 완벽한 하루겠어\n좋아 이번 주말은 예술적인 감성 가득 채우는 날로 정했으니까 늦지 말고 만나
4132,일상 대화,나 요즘 넷플릭스 드라마에 빠져서 주말 내내 집 밖으로 한 발자국도 안 나갔어\n어떤 작품인데 그래? 나도 요즘 볼 거 없어서 리스트만 뒤적거리고 있었거든\n추리물인데 반전의 반전이라 한 번 시작하면 멈출 수가 없어서 밤까지 새버렸어\n주인공 연기가 소름 돋을 정도로 완벽해서 몰입감이 장난 아니라는 그 드라마 맞지?\n응 범인이 누군지 추리하면서 보는데 마지막 회 보고 뒤통수 제대로 맞은 기분이야\n요즘은 티비 본방 사수하는 것보다 오티티로 몰아보는 게 흐름 안 끊기고 좋더라\n맞아 광고도 없고 배속 조절도 가능하니까 시간 가는 줄 모르고 보게 되는 것 같아\n너 그거 보고 나서 시즌 2 나온다는 소식 들었어? 벌써부터 제작 확정됐대\n제발 주연 배우 교체 없이 그대로 갔으면 좋겠다 떡밥 회수할 게 아직 많거든\n나도 오늘부터 정주행 시작해야겠다 스포일러 절대 하지 말고 기다려줘\n알겠어 다 보고 나면 범인의 동기에 대해서 우리 진지하게 토론 한 번 해보자
4133,일상 대화,너 클래식 공연장 자주 가본 적 있어? 이번에 독주회 초대권이 생겼는데 같이 갈래?\n클래식은 왠지 격식을 차려야 할 것 같아서 어렵게 느껴지는데 복장은 어떻게 해?\n너무 화려할 필요는 없고 깔끔한 비즈니스 캐주얼 정도면 충분히 예의 차리는 거야\n공연 중에 박수는 언제 쳐야 해? 악장 사이에 치면 실례라는 말을 들은 것 같아\n맞아 보통 연주가 완전히 끝나고 지휘자나 연주자가 고개를 숙일 때 치는 게 매너야\n졸면 어쩌나 걱정했는데 리스트나 쇼팽 곡들이라 귀에 익숙한 멜로디가 많을 거야\n피아노 선율 들으면서 눈 감고 있으면 마음이 정화되는 기분이 들어서 참 좋더라고\n맞아 라이브 공연에서만 느껴지는 섬세한 터치와 울림은 음반이랑은 차원이 다르지\n공연장 내부에서는 사진 촬영 금지니까 입장 전에 예쁜 건물 배경으로 남겨두자\n지적인 취미가 하나 더 늘어나는 것 같아서 기쁘다 초대해줘서 정말 고마워\n별말을 다 하네 우리 우아하게 문화생활 즐기고 힐링하는 시간 가져보자
4134,일상 대화,요즘 유행하는 미디어 아트 전시회 다녀왔는데 사방이 거울이랑 영상이라 몽환적이었어\n거기 인스타그램 명소로 유명한 곳이잖아 사진 찍으면 색감이 예쁘게 나온다던데\n응 조명색이 계속 바뀌어서 분위기가 묘하고 바닥까지 영상이 흘러나와서 신기했어\n작가의 의도를 파악하기보다는 시각적인 화려함을 즐기는 체험형 전시 같더라\n요즘은 단순히 그림만 보는 게 아니라 소리랑 향기까지 결합한 오감 전시가 대세인 듯해\n나도 지난번에 명화 재해석한 전시 다녀왔는데 그림이 움직이니까 이해가 더 잘 되더라고\n전시 마지막 섹션에 있는 굿즈 샵에서 엽서랑 마스킹 테이프 샀는데 너무 귀여워\n전시회 굿즈는 가격이 좀 비싸긴 해도 그날의 감동을 간직하기에 최고의 선물이지\n주말에는 사람이 너무 많아서 줄 서서 찍어야 한다니까 평일 오후에 가는 걸 추천해\n안 그래도 연차 쓰고 여유롭게 다녀오려고 계획 중이야 도슨트 설명도 꼭 들어봐야지\n응 오디오 가이드 빌려서 들으면 작품 너머의 숨겨진 이야기들까지 알 수 있어서 유익해
4135,일상 대화,나 이번에 최애 아이돌 콘서트 티켓팅 광탈해서 우울해 취소표라도 잡아야 할까?\n취소표는 새벽에 갑자기 풀리는 경우가 많으니까 포기하지 말고 수시로 새로고침 해봐\n공식 팬클럽 선예매 때 이미 매진이라니 역시 우리 장르 화력은 장난 아니야\n응원봉이랑 슬로건 미리 준비 다 해뒀는데 못 가면 진짜 눈물 날 것 같아\n요즘은 온라인 생중계도 해주던데 현장감은 덜해도 집에서 편하게 보는 것도 방법이야\n그래도 경기장 가득 채운 함성 소리랑 떼창은 직관해야만 느낄 수 있는 짜릿함이잖아\n맞아 나도 지난번에 콘서트 다녀오고 한 달 동안 후유증 때문에 일상생활이 힘들었어\n셋리스트 미리 예습하면서 가사 다 외워놨는데 제발 내 자리 하나만 생겼으면 좋겠다\n간절히 원하면 우주가 도와준다는 말 믿고 오늘 밤에도 한번 티켓팅 창 들어가 봐\n만약 성공하면 너한테 맛있는 고기 쏠게 제발 신이시여 저에게 행운을 주세요\n너의 덕질을 응원한다 꼭 성공해서 최애랑 눈 맞춤 하고 온 후기 들려줘
4136,일상 대화,요즘 숏폼 영상 보는 게 시간 가는 줄 모르고 재밌는데 너도 틱톡이나 쇼츠 자주 봐?\n한 번 넘기기 시작하면 알고리즘이 내 취향만 쏙쏙 골라 보여줘서 1시간 순삭이야\n요리 레시피나 생활 꿀팁 같은 정보성 영상들도 짧아서 머리에 쏙쏙 들어오더라\n맞아 근데 너무 자극적인 것만 보게 돼서 가끔은 뇌가 멍해지는 기분이 들기도 해\n디지털 디톡스 차원에서 책을 좀 읽어야 하는데 손은 자꾸 스마트폰으로 가네\n그래서 나는 일부러 독서하는 영상인 북튜브 보면서 다시 책 읽을 동기를 얻곤 해\n좋은 방법이다 나도 내 취향에 맞는 북튜버 한 명 찾아서 구독해봐야겠다\n전자책도 오디오북 기능 쓰면 출퇴근 시간에 듣기 편해서 완독하기 수월하더라고\n시대가 변하니까 정보를 소비하는 방식도 참 다양해지는 것 같아서 신기해\n그만큼 우리가 좋은 콘텐츠를 선별해서 보는 눈을 기르는 것도 중요해지겠지\n공감해 우리 유익한 채널 서로 공유해주면서 스마트하게 미디어 활용해보자
4137,일상 대화,연극 보러 대학로 가본 적 있어? 영화와는 다르게 배우들의 숨소리까지 들려서 좋아\n소극장에서 하는 연극은 관객이랑 소통하는 코너도 많아서 현장감이 대박이지\n이번에 평점 높은 코미디 연극 예매했는데 중간에 무대 위로 불려 나갈까 봐 걱정돼\n그게 소극장 연극의 묘미니까 너무 부끄러워 말고 즐기면 다 추억이 될 거야\n관객 참여형 극은 매회 애드리브가 달라서 여러 번 보는 회전문 관객들도 많대\n맞아 배우들의 연기 열정을 눈앞에서 직접 보면 에너지를 듬뿍 받는 기분이야\n연극 보고 나와서 낙산공원 올라가 서울 야경 보며 산책하는 코스가 데이트 명소잖아\n친구랑 가도 분위기 있고 좋아 야경 보면서 인생 고민 나누면 시간 가는 줄 모르지\n대학로 근처에 오래된 맛집이나 아기자기한 카페도 많아서 하루 종일 놀기 딱이야\n티켓 소지하면 근처 제휴 카페에서 할인도 해준다니까 영수증 꼭 챙겨야겠어\n좋아 이번 주말은 대학로에서 연극 한 편 때리고 감성 충전 제대로 해보자
4138,일상 대화,얘들아 우리 이번 연말에 다 같이 락 페스티벌 가서 밤새 공연 즐기는 거 어때?\n완전 찬성! 나 안 그래도 스트레스 풀고 싶었는데 슬램하고 소리 지르면 대박이겠다\n라인업 보니까 내가 좋아하는 인디 밴드들 대거 출동하던데 벌써부터 심장이 뛰어\n야외 공연이라 추울 수도 있으니까 핫팩이랑 두툼한 겉옷은 필수로 챙겨야 해\n스탠딩 구역에서 놀려면 체력이 국력인데 우리 지금부터 체력 관리 좀 해야겠다\n맞아 공연 중간에 당 떨어지면 안 되니까 초콜릿이나 에너지 바도 주머니에 넣어 가자\n페스티벌 굿즈로 나오는 후드티나 에코백도 디자인 예쁘면 우리 세트로 맞출까?\n좋아 나중에 그 옷 입고 사진 찍으면 우리 우정 영원할 것 같은 기분 들겠어\n공연 끝나고 근처 숙소 잡아서 우리끼리 뒤풀이 파티하는 것도 잊지 마\n맥주 한 잔 마시면서 오늘 공연 하이라이트 영상 같이 보면 진짜 행복하겠다\n오케이 예매 오픈 날 알람 맞춰두고 우리 셋 다 티켓팅 참전해서 성공하자
4139,일상 대화,우리 오늘 모인 김에 각자 최근에 감명 깊게 본 예술 작품이나 콘텐츠 추천해줘\n나는 최근에 본 독립 영화 '우리들'이 아이들의 시선을 잘 담아내서 여운이 길었어\n독립 영화는 상업 영화에서 볼 수 없는 신선한 시선이 있어서 나도 좋아해\n나는 사진작가 요시고 전시회 다녀왔는데 푸른 바다 사진 보니까 여행 가고 싶더라\n그 전시회 색감이 너무 따뜻해서 힐링 된다고 하던데 나도 이번 주에 가보려고\n나는 요즘 클래식 기타 연주곡 듣는데 마음이 차분해져서 독서할 때 배경음악으로 써\n각자 예술을 즐기는 방식이 다양해서 대화하니까 내 시야도 넓어지는 기분이야\n예술은 우리 삶을 더 풍요롭게 만들어주는 비타민 같은 존재라고 생각해\n맞아 바쁜 일상 속에서도 가끔은 전시회나 공연 보면서 영혼을 달래줄 필요가 있어\n다음 모임 때는 다 같이 국립현대미술관 가서 도슨트 투어 듣는 거 어때?\n좋아 미술관 데이트하고 근처 삼청동 가서 맛집 탐방까지 하면 완벽한 코스다
4140,일상 대화,오늘 저녁에 뭐 먹을지 결정했어? 나는 하루 종일 매콤한 떡볶이가 생각나더라\n안 그래도 집 근처에 새로 생긴 시장 떡볶이집이 평이 좋던데 거기 가볼까?\n좋아 튀김이랑 순대도 세트로 시켜서 양념에 듬뿍 찍어 먹으면 스트레스 풀리겠다\n너 요즘 너무 매운 거 자주 먹는 거 아니야? 속 쓰릴까 봐 걱정되니까 중간 맛으로 시키자\n알겠어 그럼 쿨피스도 하나 추가해서 매운맛 중화시키면서 맛있게 먹어보자\n집에 가는 길에 마트 들러서 떡볶이랑 같이 먹을 시원한 캔맥주도 몇 개 사 갈까?\n나이스 역시 떡볶이에는 맥주지 안주가 좋으니까 술이 아주 술술 들어갈 것 같아\n다 먹고 남은 양념에는 김가루랑 참기름 넣고 밥 볶아 먹는 거 절대 잊으면 안 돼\n당연하지 볶음밥까지 먹어야 진정으로 떡볶이를 완벽하게 즐겼다고 할 수 있지\n너랑 입맛이 잘 맞아서 다행이다 맛집 투어 다니는 재미가 아주 쏠쏠해\n나도 그래 우리 얼른 퇴근하고 떡볶이 성지로 달려가서 배 터지게 먹어보자
4141,일상 대화,주말에 집에서 스테이크 구워 먹으려고 하는데 고기 맛있게 굽는 비결이 뭐야?\n일단 굽기 30분 전에 냉장고에서 꺼내서 실온 상태로 두고 소금이랑 후추로 밑간해\n아 미리 꺼내두는 게 중요하구나 나는 차가운 상태로 바로 팬에 올려서 실패했나 봐\n팬을 연기가 날 정도로 뜨겁게 달군 다음에 고기를 올려서 겉면을 바삭하게 익혀야 해\n마지막에 버터 한 조각이랑 로즈마리 넣어서 풍미 입히는 것도 풍미에 큰 도움이 될걸\n레스팅이라고 해서 다 구운 뒤에 잠시 기다려야 육즙이 안 빠져나간다는 말도 있더라\n맞아 한 5분 정도 기다렸다가 썰어 먹으면 훨씬 부드럽고 촉촉한 식감을 느낄 수 있어\n가니시로 구운 마늘이랑 아스파라거스도 곁들이면 레스토랑 분위기 제대로 나겠다\n와인 한 병 따서 같이 마시면 완벽한 주말 저녁 식사가 될 텐데 벌써 침 고인다\n요리 실력이 날로 느는 것 같아서 보기 좋다 나중에 나도 한 번 초대해서 먹여줘\n당연하지 이번에 연습해서 성공하면 다음 모임 장소는 우리 집으로 정하는 거야
4142,일상 대화,나 요즘 비건 식단 도전 중인데 생각보다 맛있는 채식 요리가 많아서 놀랐어\n고기 없이 어떻게 버티나 싶었는데 두부나 버섯으로 고기 식감 내는 게 신기하더라\n콩으로 만든 대체육도 요즘은 퀄리티가 좋아서 말 안 하면 고기인 줄 모를 정도야\n맞아 환경도 보호하고 몸도 가벼워지는 기분이라 일주일에 세 번은 채식하려고 해\n나도 관심은 있는데 단백질 부족할까 봐 망설여지는데 너는 어떻게 보충하고 있어?\n병아리콩이나 렌틸콩 넣어서 샐러드 만들어 먹으면 포만감도 있고 영양가도 충분해\n들기름 막국수나 비빔밥처럼 우리나라 음식 중에도 의외로 비건 메뉴가 많더라고\n그치 자극적이지 않으면서 재료 본연의 맛을 살린 음식들이라 질리지 않고 좋아\n비건 베이커리에서 파는 쌀빵이나 비건 쿠키도 담백해서 간식으로 챙겨 먹기 딱이야\n너 덕분에 채식에 대한 편견이 많이 사라진 것 같아 나도 내일부터 동참해볼래\n좋아 우리 같이 건강한 식습관 기르면서 지구 건강까지 챙기는 멋진 친구가 되자
4143,일상 대화,회사 근처에 평점 높은 평양냉면 맛집 있다는데 너는 평냉 파야 함냉 파야?\n나는 자극적인 비빔냉면보다는 슴슴한 메밀 향이 느껴지는 평양냉면을 훨씬 좋아해\n평냉은 처음 먹으면 아무 맛도 안 난다던데 세 번은 먹어야 진가를 알 수 있다며?\n그 슴슴한 육수 맛에 중독되면 나중에는 해장할 때도 평양냉면만 찾게 될 거야\n식초나 겨자 안 넣고 육수 본연의 맛을 먼저 음미하는 게 평냉 고수들의 방식이라지\n맞아 그리고 면을 씹을수록 올라오는 메밀의 구수한 풍미가 정말 매력적이야\n냉면만 먹기 아쉬우니까 큼직한 이북식 만두나 제육 한 접시 곁들이면 금상첨화겠다\n그 집 만두가 피도 얇고 속이 꽉 차서 평판이 아주 좋더라고 우리 같이 가보자\n점심시간에는 대기 줄이 길 수도 있으니까 11시 반에는 회사에서 나가야겠어\n오케이 내일 점심은 평양냉면으로 정했으니까 이른 퇴근 준비하고 로비에서 봐\n좋아 진정한 평냉의 세계로 너를 안내할 테니까 마음의 준비 단단히 하고 와
